# data from ifeffit
#------------------------
#   k         chi       k         chi         dchi         win
  11.100000      -0.22704504E-02    11.100000      -0.30228552E-02   0.78206916E-02    1.0000000
  11.150000      -0.20308960E-02    11.150000      -0.28553607E-02   0.78345800E-02    1.0000000
  11.200000      -0.17326203E-02    11.200000      -0.20796547E-02   0.78228438E-02    1.0000000
  11.250000      -0.13884573E-02    11.250000      -0.12117027E-02   0.77735632E-02    1.0000000
  11.300000      -0.10124023E-02    11.300000       0.13392400E-04   0.77374137E-02    1.0000000
  11.350000      -0.61902341E-03    11.350000       0.11032693E-02   0.76664793E-02    1.0000000
  11.400000      -0.22286710E-03    11.400000       0.74939007E-03   0.76785965E-02    1.0000000
  11.450000       0.16211185E-03    11.450000       0.59313826E-03   0.76894164E-02    1.0000000
  11.500000       0.52306831E-03    11.500000       0.13566430E-02   0.75900358E-02    1.0000000
  11.550000       0.84870835E-03    11.550000       0.20244923E-02   0.77257904E-02    1.0000000
  11.600000       0.11296363E-02    11.600000       0.23701626E-02   0.77509061E-02    1.0000000
  11.650000       0.13585965E-02    11.650000       0.24599724E-02   0.76569292E-02    1.0000000
  11.700000       0.15306053E-02    11.700000       0.23483178E-02   0.76143936E-02    1.0000000
  11.750000       0.16429783E-02    11.750000       0.24806804E-02   0.76958702E-02    1.0000000
  11.800000       0.16952605E-02    11.800000       0.19218837E-02   0.76322278E-02    1.0000000
  11.850000       0.16890756E-02    11.850000       0.12921596E-02   0.76477852E-02   1.00000000
  11.900000       0.16279107E-02    11.900000       0.15268923E-02   0.76247863E-02   0.93301117
  11.950000       0.15168544E-02    11.950000       0.13995250E-02   0.76219567E-02   0.74999788
  12.000000       0.13621315E-02    12.000000       0.78742489E-03   0.76928297E-02   0.49999817
  12.050000       0.11728967E-02    12.050000       0.43307648E-03   0.77013262E-02   0.24999894
  12.100000       0.95738205E-03    12.100000       0.30717508E-03   0.76948368E-02   0.66986993E-01
  12.150000       0.72385327E-03    12.150000      -0.54137147E-03   0.76777088E-02    0.0000000
  12.200000       0.48064670E-03    12.200000      -0.14405215E-02   0.75375591E-02    0.0000000
  12.250000       0.23592111E-03    12.250000      -0.15466327E-02   0.76025105E-02    0.0000000
  12.300000      -0.25698721E-05    12.300000      -0.13995163E-02   0.76183035E-02    0.0000000
  12.350000      -0.22768275E-03    12.350000      -0.18451948E-02   0.76555689E-02    0.0000000
  12.400000      -0.43306506E-03    12.400000      -0.20606385E-02   0.77139075E-02    0.0000000
  12.450000      -0.61330980E-03    12.450000      -0.22245738E-02   0.76994318E-02    0.0000000
  12.500000      -0.22830264E-02    12.500000      -0.22830264E-02   0.76776392E-02    0.0000000
  12.550000      -0.19842550E-02    12.550000      -0.19842550E-02   0.75632529E-02    0.0000000
  12.600000      -0.16516554E-02    12.600000      -0.16516554E-02   0.76478044E-02    0.0000000
  12.650000      -0.17678877E-02    12.650000      -0.17678877E-02   0.76235249E-02    0.0000000
  12.700000      -0.18055159E-02    12.700000      -0.18055159E-02   0.76787807E-02    0.0000000
  12.750000      -0.14219715E-02    12.750000      -0.14219715E-02   0.75596365E-02    0.0000000
  12.800000      -0.11908468E-02    12.800000      -0.11908468E-02   0.76727876E-02    0.0000000
  12.850000      -0.10604922E-02    12.850000      -0.10604922E-02   0.76761152E-02    0.0000000
  12.900000      -0.46805316E-03    12.900000      -0.46805316E-03   0.76776485E-02    0.0000000
  12.950000       0.35238167E-03    12.950000       0.35238167E-03   0.76385005E-02    0.0000000
  13.000000       0.69702922E-03    13.000000       0.69702922E-03   0.76748689E-02    0.0000000
  13.050000       0.79554444E-03    13.050000       0.79554444E-03   0.75985193E-02    0.0000000
  13.100000       0.13472100E-02    13.100000       0.13472100E-02   0.75933206E-02    0.0000000
  13.150000       0.18675518E-02    13.150000       0.18675518E-02   0.76046059E-02    0.0000000
  13.200000       0.20271641E-02    13.200000       0.20271641E-02   0.74187382E-02    0.0000000
  13.250000       0.24855900E-02    13.250000       0.24855900E-02   0.76771206E-02    0.0000000
  13.300000       0.28470024E-02    13.300000       0.28470024E-02   0.76283638E-02    0.0000000
  13.350000       0.28549470E-02    13.350000       0.28549470E-02   0.74910886E-02    0.0000000
  13.400000       0.27812514E-02    13.400000       0.27812514E-02   0.75179730E-02    0.0000000
  13.450000       0.28332643E-02    13.450000       0.28332643E-02   0.74686765E-02    0.0000000
  13.500000       0.29413019E-02    13.500000       0.29413019E-02   0.76385062E-02    0.0000000
  13.550000       0.28673852E-02    13.550000       0.28673852E-02   0.73793002E-02    0.0000000
  13.600000       0.28903957E-02    13.600000       0.28903957E-02   0.74338327E-02    0.0000000
  13.650000       0.24853281E-02    13.650000       0.24853281E-02   0.74402031E-02    0.0000000
  13.700000       0.20379113E-02    13.700000       0.20379113E-02   0.76670270E-02    0.0000000
  13.750000       0.21494950E-02    13.750000       0.21494950E-02   0.74796879E-02    0.0000000
  13.800000       0.22445193E-02    13.800000       0.22445193E-02   0.75129316E-02    0.0000000
  13.850000       0.18587020E-02    13.850000       0.18587020E-02   0.75570504E-02    0.0000000
  13.900000       0.12642276E-02    13.900000       0.12642276E-02   0.74641602E-02    0.0000000
  13.950000       0.10448802E-02    13.950000       0.10448802E-02   0.75014969E-02    0.0000000
  14.000000       0.92081016E-03    14.000000       0.92081016E-03   0.74242942E-02    0.0000000
  14.050000       0.61441173E-03    14.050000       0.61441173E-03   0.75223605E-02    0.0000000
  14.100000       0.23671594E-03    14.100000       0.23671594E-03   0.75060589E-02    0.0000000
  14.150000      -0.27970652E-03    14.150000      -0.27970652E-03   0.74641210E-02    0.0000000
  14.200000      -0.61778699E-03    14.200000      -0.61778699E-03   0.75368937E-02    0.0000000
  14.250000      -0.95363031E-03    14.250000      -0.95363031E-03   0.73500138E-02    0.0000000
  14.300000      -0.11528854E-02    14.300000      -0.11528854E-02   0.72801628E-02    0.0000000
  14.350000      -0.10031203E-02    14.350000      -0.10031203E-02   0.73025950E-02    0.0000000
  14.400000      -0.71039477E-03    14.400000      -0.71039477E-03   0.73711137E-02    0.0000000
  14.450000      -0.99454522E-03    14.450000      -0.99454522E-03   0.74434066E-02    0.0000000
  14.500000      -0.10213174E-02    14.500000      -0.10213174E-02   0.72947418E-02    0.0000000
  14.550000      -0.11338323E-02    14.550000      -0.11338323E-02   0.73088578E-02    0.0000000
  14.600000      -0.15219894E-02    14.600000      -0.15219894E-02   0.72738433E-02    0.0000000
  14.650000      -0.15097391E-02    14.650000      -0.15097391E-02   0.73566412E-02    0.0000000
  14.700000      -0.19626439E-02    14.700000      -0.19626439E-02   0.72288996E-02    0.0000000
  14.750000      -0.26085249E-02    14.750000      -0.26085249E-02   0.73068717E-02    0.0000000
  14.800000      -0.27342634E-02    14.800000      -0.27342634E-02   0.72479010E-02    0.0000000
  14.850000      -0.27799230E-02    14.850000      -0.27799230E-02   0.73551888E-02    0.0000000
  14.900000      -0.28300770E-02    14.900000      -0.28300770E-02   0.74026683E-02    0.0000000
  14.950000      -0.30853501E-02    14.950000      -0.30853501E-02   0.73190495E-02    0.0000000
  15.000000      -0.41299471E-02    15.000000      -0.41299471E-02   0.74342601E-02    0.0000000
  15.050000      -0.27342634E-02    15.050000      -0.27342634E-02   0.74074142E-02    0.0000000
  15.100000      -0.27799230E-02    15.100000      -0.27799230E-02   0.74495456E-02    0.0000000
  15.150000      -0.28300770E-02    15.150000      -0.28300770E-02   0.74916991E-02    0.0000000
  15.200000        0.0000000        15.200000      -0.30853501E-02   0.74095121E-02    0.0000000
