#------------------------
#   k         chi         dchi         e0
  0.0000000     	-5.408825E-01   0.12954115E-02    7117.6400
  0.50000000E-01	-5.517254E-01    0.14370688E-02    7117.6400
  0.10000000    	-5.625682E-01    0.15787261E-02    7117.6400
  0.15000000    	-5.734110E-01    0.17203835E-02    7117.6400
  0.20000000    	-5.842538E-01    0.18620408E-02    7117.6400
  0.25000000    	-5.950967E-01    0.20036981E-02    7117.6400
  0.30000000    	-6.059395E-01    0.21453554E-02    7117.6400
  0.35000000    	-6.167823E-01    0.22870128E-02    7117.6400
  0.40000000    	-6.276251E-01    0.24286701E-02    7117.6400
  0.45000000    	-6.384680E-01    0.25703274E-02    7117.6400
  0.50000000    	-6.197770E-01    0.27119847E-02    7117.6400
  0.55000000    	-5.975422E-01    0.26862315E-02    7117.6400
  0.60000000    	-5.753073E-01    0.25298639E-02    7117.6400
  0.65000000    	-5.524860E-01    0.23734963E-02    7117.6400
  0.70000000    	-5.153300E-01    0.22212111E-02    7117.6400
  0.75000000    	-4.781739E-01    0.21655078E-02    7117.6400
  0.80000000    	-4.416915E-01    0.21098046E-02    7117.6400
  0.85000000    	-4.064085E-01    0.20641087E-02    7117.6400
  0.90000000    	-3.714356E-01    0.20924460E-02    7117.6400
  0.95000000    	-3.437365E-01    0.21207833E-02    7117.6400
  1.0000000     	-3.244797E-01   0.20638210E-02    7117.6400
  1.0500000     	-3.210459E-01   0.19950495E-02    7117.6400
  1.1000000     	-3.234815E-01   0.21459236E-02    7117.6400
  1.1500000     	-3.226011E-01   0.23357851E-02    7117.6400
  1.2000000     	-3.145738E-01   0.23064564E-02    7117.6400
  1.2500000     	-2.938228E-01   0.23499859E-02    7117.6400
  1.3000000     	-2.653745E-01   0.27264968E-02    7117.6400
  1.3500000     	-2.295497E-01   0.21858824E-02    7117.6400
  1.4000000     	-1.819664E-01   0.27649861E-02    7117.6400
  1.4500000     	-1.308270E-01   0.23073033E-02    7117.6400
  1.5000000     	-7.820104E-02   0.19224012E-02    7117.6400
  1.5500000     	-1.961130E-02   0.17252715E-02    7117.6400
  1.6000000     	3.216871E-02    0.17440252E-02    7117.6400
  1.6500000     	8.227460E-02    0.18554821E-02    7117.6400
  1.7000000     	1.387849E-01    0.22543885E-02    7117.6400
  1.7500000     	1.937362E-01    0.24683224E-02    7117.6400
  1.8000000     	2.550835E-01    0.22178441E-02    7117.6400
  1.8500000     	3.054957E-01    0.17658092E-02    7117.6400
  1.9000000     	3.649095E-01    0.17956333E-02    7117.6400
  1.9500000     	4.295769E-01    0.19873704E-02    7117.6400
  2.0000000     	4.639014E-01    0.22116225E-02    7117.6400
  2.0500000     	4.753634E-01    0.24871224E-02    7117.6400
  2.1000000     	4.544309E-01    0.21580929E-02    7117.6400
  2.1500000     	4.210296E-01    0.13962033E-02    7117.6400
  2.2000000     	3.579870E-01    0.23264775E-02    7117.6400
  2.2500000     	2.742217E-01    0.27770290E-02    7117.6400
  2.3000000     	1.923976E-01    0.31475280E-02    7117.6400
  2.3500000     	1.174921E-01    0.28532684E-02    7117.6400
  2.4000000     	7.634398E-02    0.28046375E-02    7117.6400
  2.4500000     	2.819984E-02    0.31863337E-02    7117.6400
  2.5000000     	4.232014E-03    0.27743886E-02    7117.6400
  2.5500000     	-1.426912E-02   0.21658653E-02    7117.6400
  2.6000000     	-2.439428E-02   0.26766309E-02    7117.6400
  2.6500000     	-3.729975E-02   0.24477017E-02    7117.6400
  2.7000000     	-5.310102E-02   0.18661661E-02    7117.6400
  2.7500000     	-5.793605E-02   0.18102509E-02    7117.6400
  2.8000000     	-6.894116E-02   0.18235170E-02    7117.6400
  2.8500000     	-6.971399E-02   0.18636937E-02    7117.6400
  2.9000000     	-9.136839E-02   0.18944197E-02    7117.6400
  2.9500000     	-9.613105E-02   0.19043032E-02    7117.6400
  3.0000000     	-1.088983E-01   0.20972980E-02    7117.6400
  3.0500000     	-1.189113E-01   0.20401230E-02    7117.6400
  3.1000000     	-1.303185E-01   0.17356727E-02    7117.6400
  3.1500000     	-1.399973E-01   0.19385478E-02    7117.6400
  3.2000000     	-1.424117E-01   0.19487561E-02    7117.6400
  3.2500000     	-1.375742E-01   0.19408481E-02    7117.6400
  3.3000000     	-1.432082E-01   0.20289044E-02    7117.6400
  3.3500000     	-1.407789E-01   0.20382436E-02    7117.6400
  3.4000000     	-1.339569E-01   0.19611767E-02    7117.6400
  3.4500000     	-1.223693E-01   0.24525601E-02    7117.6400
  3.5000000     	-1.072701E-01   0.26456538E-02    7117.6400
  3.5500000     	-9.816567E-02   0.21098429E-02    7117.6400
  3.6000000     	-8.153289E-02   0.20205313E-02    7117.6400
  3.6500000     	-6.769587E-02   0.19801958E-02    7117.6400
  3.7000000     	-5.528748E-02   0.19369847E-02    7117.6400
  3.7500000     	-3.403876E-02   0.20813473E-02    7117.6400
  3.8000000     	-2.486955E-02   0.23096631E-02    7117.6400
  3.8500000     	-1.420820E-02   0.23468567E-02    7117.6400
  3.9000000     	2.705919E-03    0.18638958E-02    7117.6400
  3.9500000     	1.576807E-02    0.19324924E-02    7117.6400
  4.0000000     	2.533159E-02    0.19891555E-02    7117.6400
  4.0500000     	3.927193E-02    0.20559176E-02    7117.6400
  4.1000000     	5.703312E-02    0.21859869E-02    7117.6400
  4.1500000     	5.440613E-02    0.22359334E-02    7117.6400
  4.2000000     	6.418196E-02    0.21060105E-02    7117.6400
  4.2500000     	7.186932E-02    0.19463698E-02    7117.6400
  4.3000000     	7.518198E-02    0.18923547E-02    7117.6400
  4.3500000     	7.842232E-02    0.18935799E-02    7117.6400
  4.4000000     	7.375706E-02    0.25609170E-02    7117.6400
  4.4500000     	7.459263E-02    0.23839169E-02    7117.6400
  4.5000000     	6.917169E-02    0.22895304E-02    7117.6400
  4.5500000     	6.911929E-02    0.21314351E-02    7117.6400
  4.6000000     	6.626007E-02    0.17099503E-02    7117.6400
  4.6500000     	5.502162E-02    0.16991563E-02    7117.6400
  4.7000000     	5.107934E-02    0.19270189E-02    7117.6400
  4.7500000     	4.872490E-02    0.21548815E-02    7117.6400
  4.8000000     	3.634909E-02    0.22366146E-02    7117.6400
  4.8500000     	1.518396E-02    0.22932256E-02    7117.6400
  4.9000000     	3.145362E-02    0.23202527E-02    7117.6400
  4.9500000     	-2.118922E-03   0.23289010E-02    7117.6400
  5.0000000     	3.182477E-03    0.23581710E-02    7117.6400
  5.0500000     	-7.323255E-03   0.24104502E-02    7117.6400
  5.1000000     	-2.375051E-02   0.23694404E-02    7117.6400
  5.1500000     	-2.666195E-02   0.22302245E-02    7117.6400
  5.2000000     	-3.254813E-02   0.22549461E-02    7117.6400
  5.2500000     	-4.372328E-02   0.24508725E-02    7117.6400
  5.3000000     	-5.020089E-02   0.24671577E-02    7117.6400
  5.3500000     	-5.026539E-02   0.22590317E-02    7117.6400
  5.4000000     	-4.954414E-02   0.22086552E-02    7117.6400
  5.4500000     	-4.901898E-02   0.23681095E-02    7117.6400
  5.5000000     	-4.523101E-02   0.25179696E-02    7117.6400
  5.5500000     	-3.959002E-02   0.26574145E-02    7117.6400
  5.6000000     	-3.768542E-02   0.24814111E-02    7117.6400
  5.6500000     	-3.711087E-02   0.21084591E-02    7117.6400
  5.7000000     	-3.248238E-02   0.33647193E-02    7117.6400
  5.7500000     	-2.585310E-02   0.51243614E-02    7117.6400
  5.8000000     	-2.083156E-02   0.40181237E-02    7117.6400
  5.8500000     	-1.309583E-02   0.27806841E-02    7117.6400
  5.9000000     	1.614700E-03    0.24253677E-02    7117.6400
  5.9500000     	1.259059E-02    0.22138898E-02    7117.6400
  6.0000000     	1.605878E-02    0.24900671E-02    7117.6400
  6.0500000     	1.779115E-02    0.29254377E-02    7117.6400
  6.1000000     	2.035873E-02    0.34954728E-02    7117.6400
  6.1500000     	2.831994E-02    0.28195206E-02    7117.6400
  6.2000000     	3.579594E-02    0.21311938E-02    7117.6400
  6.2500000     	3.688984E-02    0.21420507E-02    7117.6400
  6.3000000     	3.755636E-02    0.22026838E-02    7117.6400
  6.3500000     	3.946369E-02    0.23159694E-02    7117.6400
  6.4000000     	4.123540E-02    0.28089698E-02    7117.6400
  6.4500000     	4.039659E-02    0.32971084E-02    7117.6400
  6.5000000     	3.494299E-02    0.29235993E-02    7117.6400
  6.5500000     	3.310801E-02    0.25705004E-02    7117.6400
  6.6000000     	3.204019E-02    0.22370408E-02    7117.6400
  6.6500000     	1.910593E-02    0.24229095E-02    7117.6400
  6.7000000     	9.042170E-03    0.25378308E-02    7117.6400
  6.7500000     	7.077073E-03    0.25101866E-02    7117.6400
  6.8000000     	2.334618E-03    0.31328050E-02    7117.6400
  6.8500000     	-1.459720E-03   0.34693112E-02    7117.6400
  6.9000000     	-3.903302E-04   0.24942189E-02    7117.6400
  6.9500000     	-2.521478E-03   0.42249161E-02    7117.6400
  7.0000000     	-7.322392E-03   0.62024504E-02    7117.6400
  7.0500000     	-1.249794E-02   0.48713433E-02    7117.6400
  7.1000000     	-1.492235E-02   0.33725142E-02    7117.6400
  7.1500000     	-1.422430E-02   0.24283502E-02    7117.6400
  7.2000000     	-1.143774E-02   0.30892515E-02    7117.6400
  7.2500000     	-1.452186E-02   0.29834504E-02    7117.6400
  7.3000000     	-1.715589E-02   0.27617201E-02    7117.6400
  7.3500000     	-1.465167E-02   0.28179196E-02    7117.6400
  7.4000000     	-1.684249E-02   0.27756458E-02    7117.6400
  7.4500000     	-1.635028E-02   0.31408592E-02    7117.6400
  7.5000000     	-1.278161E-02   0.38548063E-02    7117.6400
  7.5500000     	-1.436942E-02   0.41268061E-02    7117.6400
  7.6000000     	-1.140377E-02   0.39031121E-02    7117.6400
  7.6500000     	-1.298382E-02   0.34166220E-02    7117.6400
  7.7000000     	-6.018168E-03   0.27673294E-02    7117.6400
  7.7500000     	-6.108137E-03   0.45383892E-02    7117.6400
  7.8000000     	-5.337298E-03   0.42931383E-02    7117.6400
  7.8500000     	-1.811230E-03   0.27024369E-02    7117.6400
  7.9000000     	-2.286125E-03   0.31973430E-02    7117.6400
  7.9500000     	-2.780003E-03   0.42256646E-02    7117.6400
  8.0000000     	-1.343610E-03   0.58711114E-02    7117.6400
  8.0500000     	1.977911E-03    0.68970389E-02    7117.6400
  8.1000000     	2.530116E-03    0.47129966E-02    7117.6400
  8.1500000     	4.539825E-03    0.30520761E-02    7117.6400
  8.2000000     	7.257215E-03    0.30395166E-02    7117.6400
  8.2500000     	9.493255E-03    0.32130711E-02    7117.6400
  8.3000000     	1.038819E-02    0.27406583E-02    7117.6400
  8.3500000     	1.092347E-02    0.31577988E-02    7117.6400
  8.4000000     	1.145297E-02    0.46722127E-02    7117.6400
  8.4500000     	7.898472E-03    0.42782118E-02    7117.6400
  8.5000000     	4.365582E-03    0.34397862E-02    7117.6400
  8.5500000     	5.686099E-03    0.43714442E-02    7117.6400
  8.6000000     	4.117397E-03    0.35500586E-02    7117.6400
  8.6500000     	6.091224E-03    0.38459655E-02    7117.6400
  8.7000000     	5.348212E-03    0.35825331E-02    7117.6400
  8.7500000     	4.834131E-03    0.33217707E-02    7117.6400
  8.8000000     	3.578747E-03    0.34233838E-02    7117.6400
  8.8500000     	-5.323700E-03   0.39872207E-02    7117.6400
  8.9000000     	-2.479090E-03   0.62265113E-02    7117.6400
  8.9500000     	-1.182644E-04   0.62909843E-02    7117.6400
  9.0000000     	1.869330E-03    0.42971575E-02    7117.6400
  9.0500000     	-4.715384E-03   0.36079987E-02    7117.6400
  9.1000000     	-1.220115E-02   0.37357061E-02    7117.6400
  9.1500000     	-9.011839E-03   0.33731748E-02    7117.6400
  9.2000000     	-1.233214E-02   0.33387062E-02    7117.6400
  9.2500000     	-3.235595E-03   0.47098623E-02    7117.6400
  9.3000000     	-9.119556E-03   0.37094174E-02    7117.6400
  9.3500000     	-1.316771E-02   0.36063863E-02    7117.6400
  9.4000000     	-9.314898E-03   0.39428857E-02    7117.6400
  9.4500000     	-4.615654E-03   0.39460680E-02    7117.6400
  9.5000000     	-4.598872E-03   0.36031525E-02    7117.6400
  9.5500000     	-7.141592E-03   0.36027419E-02    7117.6400
  9.6000000     	-1.582793E-03   0.40939494E-02    7117.6400
  9.6500000     	-8.005399E-03   0.42719076E-02    7117.6400
  9.7000000     	7.560253E-04    0.42645549E-02    7117.6400
  9.7500000     	-1.508144E-03   0.36098168E-02    7117.6400
  9.8000000     	2.365573E-03    0.43199211E-02    7117.6400
  9.8500000     	-7.665998E-04   0.60964339E-02    7117.6400
  9.9000000     	2.656766E-03    0.44944974E-02    7117.6400
