 silver                                                           Feff 8.10
 Abs   Z=47 Rmt= 1.582 Rnm= 1.631 K  shell
 Pot 1 Z=47 Rmt= 1.538 Rnm= 1.579
 Gam_ch=8.302E+00 H-L exch
 Mu=-2.749E+00 kf=1.690E+00 Vint=-1.363E+01 Rs_int= 2.146
 Path    2      icalc       2
 -----------------------------------------------------------------------
   2   6.000   4.0900    2.9849   -2.74882 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  47 Ag       absorbing atom
  1.700  9.5259E+00  5.6404E-01 -1.5876E+01  1.204E+00  3.9845E+00  2.4194E+00
  1.800  9.4555E+00  5.5330E-01 -1.6047E+01  1.215E+00  4.0437E+00  2.4991E+00
  1.900  9.3753E+00  5.3725E-01 -1.6166E+01  1.224E+00  4.1087E+00  2.5833E+00
  2.000  9.2749E+00  5.1323E-01 -1.6196E+01  1.229E+00  4.1878E+00  2.6757E+00
  2.200  9.0383E+00  4.8122E-01 -1.6207E+01  1.421E+00  3.5871E+00  2.8773E+00
  2.400  9.0047E+00  4.8915E-01 -1.6548E+01  1.540E+00  3.2879E+00  3.0134E+00
  2.600  8.9677E+00  5.1717E-01 -1.6785E+01  1.582E+00  3.1728E+00  3.1472E+00
  2.800  8.8984E+00  5.7191E-01 -1.6899E+01  1.581E+00  3.1510E+00  3.2915E+00
  3.000  8.8097E+00  6.6994E-01 -1.6972E+01  1.559E+00  3.1823E+00  3.4423E+00
  3.200  8.7088E+00  7.9021E-01 -1.7036E+01  1.518E+00  3.2484E+00  3.5990E+00
  3.400  8.5961E+00  9.0552E-01 -1.7097E+01  1.476E+00  3.3394E+00  3.7609E+00
  3.600  8.4776E+00  9.9980E-01 -1.7152E+01  1.432E+00  3.4495E+00  3.9275E+00
  3.800  8.3543E+00  1.0477E+00 -1.7195E+01  1.389E+00  3.5749E+00  4.0982E+00
  4.000  8.2268E+00  1.0601E+00 -1.7229E+01  1.350E+00  3.7127E+00  4.2723E+00
  4.200  8.0988E+00  1.0352E+00 -1.7255E+01  1.311E+00  3.8611E+00  4.4496E+00
  4.400  7.9677E+00  9.8375E-01 -1.7268E+01  1.277E+00  4.0186E+00  4.6294E+00
  4.600  7.8355E+00  9.1323E-01 -1.7272E+01  1.245E+00  4.1839E+00  4.8116E+00
  4.800  7.7027E+00  8.3168E-01 -1.7267E+01  1.219E+00  4.3562E+00  4.9957E+00
  5.000  7.5692E+00  7.4610E-01 -1.7246E+01  1.191E+00  4.5347E+00  5.1816E+00
  5.200  7.4360E+00  6.6355E-01 -1.7206E+01  1.168E+00  4.7188E+00  5.3689E+00
  5.400  7.3028E+00  5.8828E-01 -1.7143E+01  1.147E+00  4.9079E+00  5.5576E+00
  5.600  7.1708E+00  5.2283E-01 -1.7051E+01  1.126E+00  5.1018E+00  5.7474E+00
  5.800  7.0403E+00  4.7318E-01 -1.6928E+01  1.108E+00  5.2999E+00  5.9382E+00
  6.000  6.9118E+00  4.4111E-01 -1.6781E+01  1.092E+00  5.5019E+00  6.1298E+00
  6.500  6.6016E+00  4.3797E-01 -1.6411E+01  1.058E+00  6.0227E+00  6.6121E+00
  7.000  6.3081E+00  4.9909E-01 -1.6185E+01  1.034E+00  6.5631E+00  7.0980E+00
  7.500  6.0275E+00  5.6987E-01 -1.6106E+01  1.013E+00  7.1206E+00  7.5865E+00
  8.000  5.7536E+00  6.2770E-01 -1.6110E+01  9.916E-01  7.6932E+00  8.0771E+00
  8.500  5.4866E+00  6.6602E-01 -1.6154E+01  9.736E-01  8.2794E+00  8.5693E+00
  9.000  5.2311E+00  6.8607E-01 -1.6221E+01  9.597E-01  8.8778E+00  9.0627E+00
  9.500  4.9871E+00  6.9284E-01 -1.6302E+01  9.498E-01  9.4873E+00  9.5571E+00
 10.000  4.7519E+00  6.8856E-01 -1.6391E+01  9.425E-01  1.0107E+01  1.0052E+01
 11.000  4.3075E+00  6.5402E-01 -1.6581E+01  9.315E-01  1.1375E+01  1.1044E+01
 12.000  3.9003E+00  6.0481E-01 -1.6783E+01  9.260E-01  1.2675E+01  1.2038E+01
 13.000  3.5206E+00  5.4732E-01 -1.6985E+01  9.229E-01  1.4005E+01  1.3034E+01
 14.000  3.1692E+00  4.9113E-01 -1.7187E+01  9.216E-01  1.5361E+01  1.4030E+01
 15.000  2.8410E+00  4.3617E-01 -1.7388E+01  9.216E-01  1.6740E+01  1.5027E+01
 16.000  2.5352E+00  3.8633E-01 -1.7582E+01  9.220E-01  1.8141E+01  1.6024E+01
 17.000  2.2484E+00  3.4100E-01 -1.7770E+01  9.227E-01  1.9560E+01  1.7022E+01
 18.000  1.9780E+00  3.0258E-01 -1.7947E+01  9.225E-01  2.0997E+01  1.8020E+01
 19.000  1.7228E+00  2.7010E-01 -1.8125E+01  9.225E-01  2.2451E+01  1.9019E+01
 20.000  1.4802E+00  2.4264E-01 -1.8297E+01  9.226E-01  2.3919E+01  2.0017E+01
