 silver                                                           Feff 8.10
 Abs   Z=47 Rmt= 1.582 Rnm= 1.631 K  shell
 Pot 1 Z=47 Rmt= 1.538 Rnm= 1.579
 Gam_ch=8.302E+00 H-L exch
 Mu=-2.749E+00 kf=1.690E+00 Vint=-1.363E+01 Rs_int= 2.146
 Path    8      icalc       2
 -----------------------------------------------------------------------
   2  12.000   5.7841    2.9849   -2.74882 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  47 Ag       absorbing atom
 10.000  4.7519E+00  6.8905E-01 -2.2584E+01  9.425E-01  1.0107E+01  1.0052E+01
 11.000  4.3075E+00  6.5805E-01 -2.2785E+01  9.315E-01  1.1375E+01  1.1044E+01
 12.000  3.9003E+00  6.1038E-01 -2.2995E+01  9.260E-01  1.2675E+01  1.2038E+01
 13.000  3.5206E+00  5.5359E-01 -2.3205E+01  9.229E-01  1.4005E+01  1.3034E+01
 14.000  3.1692E+00  4.9750E-01 -2.3413E+01  9.216E-01  1.5361E+01  1.4030E+01
 15.000  2.8410E+00  4.4279E-01 -2.3619E+01  9.216E-01  1.6740E+01  1.5027E+01
 16.000  2.5352E+00  3.9408E-01 -2.3822E+01  9.220E-01  1.8141E+01  1.6024E+01
 17.000  2.2484E+00  3.5010E-01 -2.4027E+01  9.227E-01  1.9560E+01  1.7022E+01
 18.000  1.9780E+00  3.1144E-01 -2.4233E+01  9.225E-01  2.0997E+01  1.8020E+01
 19.000  1.7228E+00  2.7696E-01 -2.4439E+01  9.225E-01  2.2451E+01  1.9019E+01
 20.000  1.4802E+00  2.4715E-01 -2.4640E+01  9.226E-01  2.3919E+01  2.0017E+01
