 silver                                                           Feff 8.10
 Abs   Z=47 Rmt= 1.582 Rnm= 1.631 K  shell
 Pot 1 Z=47 Rmt= 1.538 Rnm= 1.579
 Gam_ch=8.302E+00 H-L exch
 Mu=-2.749E+00 kf=1.690E+00 Vint=-1.363E+01 Rs_int= 2.146
 Path   21      icalc       2
 -----------------------------------------------------------------------
   4  24.000   8.6762    2.9849   -2.74882 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  47 Ag       absorbing atom
  1.800  9.4555E+00  8.1784E-02 -3.1545E+01  1.215E+00  4.0437E+00  2.4991E+00
  1.900  9.3753E+00  8.1604E-02 -3.1854E+01  1.224E+00  4.1087E+00  2.5833E+00
  2.000  9.2749E+00  8.0642E-02 -3.1963E+01  1.229E+00  4.1878E+00  2.6757E+00
  2.200  9.0383E+00  8.7315E-02 -3.1879E+01  1.421E+00  3.5871E+00  2.8773E+00
  2.400  9.0047E+00  9.6167E-02 -3.2579E+01  1.540E+00  3.2879E+00  3.0134E+00
  2.600  8.9677E+00  1.3045E-01 -3.3196E+01  1.582E+00  3.1728E+00  3.1472E+00
  2.800  8.8984E+00  1.9694E-01 -3.3635E+01  1.581E+00  3.1510E+00  3.2915E+00
  3.000  8.8097E+00  3.1259E-01 -3.3971E+01  1.559E+00  3.1823E+00  3.4423E+00
  3.200  8.7088E+00  4.7830E-01 -3.4224E+01  1.518E+00  3.2484E+00  3.5990E+00
  3.400  8.5961E+00  6.6903E-01 -3.4422E+01  1.476E+00  3.3394E+00  3.7609E+00
  3.600  8.4776E+00  8.4459E-01 -3.4581E+01  1.432E+00  3.4495E+00  3.9275E+00
  3.800  8.3543E+00  9.3665E-01 -3.4706E+01  1.389E+00  3.5749E+00  4.0982E+00
  4.000  8.2268E+00  9.5087E-01 -3.4815E+01  1.350E+00  3.7127E+00  4.2723E+00
  4.200  8.0988E+00  8.8464E-01 -3.4909E+01  1.311E+00  3.8611E+00  4.4496E+00
  4.400  7.9677E+00  7.7405E-01 -3.4990E+01  1.277E+00  4.0186E+00  4.6294E+00
  4.600  7.8355E+00  6.4361E-01 -3.5060E+01  1.245E+00  4.1839E+00  4.8116E+00
  4.800  7.7027E+00  5.1516E-01 -3.5114E+01  1.219E+00  4.3562E+00  4.9957E+00
  5.000  7.5692E+00  3.9932E-01 -3.5140E+01  1.191E+00  4.5347E+00  5.1816E+00
  5.200  7.4360E+00  3.0405E-01 -3.5123E+01  1.168E+00  4.7188E+00  5.3689E+00
  5.400  7.3028E+00  2.2986E-01 -3.5046E+01  1.147E+00  4.9079E+00  5.5576E+00
  5.600  7.1708E+00  1.7511E-01 -3.4888E+01  1.126E+00  5.1018E+00  5.7474E+00
  5.800  7.0403E+00  1.4068E-01 -3.4644E+01  1.108E+00  5.2999E+00  5.9382E+00
  6.000  6.9118E+00  1.2371E-01 -3.4337E+01  1.092E+00  5.5019E+00  6.1298E+00
  6.500  6.6016E+00  1.3682E-01 -3.3618E+01  1.058E+00  6.0227E+00  6.6121E+00
  7.000  6.3081E+00  1.9464E-01 -3.3237E+01  1.034E+00  6.5631E+00  7.0980E+00
  7.500  6.0275E+00  2.6911E-01 -3.3140E+01  1.013E+00  7.1206E+00  7.5865E+00
  8.000  5.7536E+00  3.4010E-01 -3.3197E+01  9.916E-01  7.6932E+00  8.0771E+00
  8.500  5.4866E+00  3.9488E-01 -3.3323E+01  9.736E-01  8.2794E+00  8.5693E+00
  9.000  5.2311E+00  4.2901E-01 -3.3484E+01  9.597E-01  8.8778E+00  9.0627E+00
  9.500  4.9871E+00  4.4551E-01 -3.3667E+01  9.498E-01  9.4873E+00  9.5571E+00
 10.000  4.7519E+00  4.4636E-01 -3.3862E+01  9.425E-01  1.0107E+01  1.0052E+01
 11.000  4.3075E+00  4.1121E-01 -3.4269E+01  9.315E-01  1.1375E+01  1.1044E+01
 12.000  3.9003E+00  3.5676E-01 -3.4689E+01  9.260E-01  1.2675E+01  1.2038E+01
 13.000  3.5206E+00  2.9563E-01 -3.5109E+01  9.229E-01  1.4005E+01  1.3034E+01
 14.000  3.1692E+00  2.4062E-01 -3.5526E+01  9.216E-01  1.5361E+01  1.4030E+01
 15.000  2.8410E+00  1.9174E-01 -3.5944E+01  9.216E-01  1.6740E+01  1.5027E+01
 16.000  2.5352E+00  1.5009E-01 -3.6355E+01  9.220E-01  1.8141E+01  1.6024E+01
 17.000  2.2484E+00  1.1380E-01 -3.6747E+01  9.227E-01  1.9560E+01  1.7022E+01
 18.000  1.9780E+00  8.7244E-02 -3.7089E+01  9.225E-01  2.0997E+01  1.8020E+01
 19.000  1.7228E+00  6.9945E-02 -3.7437E+01  9.225E-01  2.2451E+01  1.9019E+01
 20.000  1.4802E+00  5.7229E-02 -3.7797E+01  9.226E-01  2.3919E+01  2.0017E+01
