 Fermi level (eV):  -7.603
 Charge transfer :  -0.090
   Electron counts for each orbital momentum:
      0      0.912
      1      1.112
      2     10.066
      3      0.000
 Number of atoms in cluster:  55
    0/   0 paths used
 -----------------------------------------------------------------------
  Re(em)   Im(em)   rho_0     rho_1    rho_2   rho_3  @#
   -30.0000     0.1000  1.799512E-04  3.185927E-04  1.663318E-03  1.555792E-04
   -29.5000     0.1000  1.903410E-04  3.285438E-04  1.813593E-03  1.581408E-04
   -29.0000     0.1000  2.018318E-04  3.393649E-04  1.956238E-03  1.607847E-04
   -28.5000     0.1000  2.145948E-04  3.511555E-04  2.108456E-03  1.635166E-04
   -28.0000     0.1000  2.288348E-04  3.640289E-04  2.276400E-03  1.663416E-04
   -27.5000     0.1000  2.448001E-04  3.781197E-04  2.464497E-03  1.692655E-04
   -27.0000     0.1000  2.628010E-04  3.935890E-04  2.677062E-03  1.722926E-04
   -26.5000     0.1000  2.832184E-04  4.106225E-04  2.919085E-03  1.754295E-04
   -26.0000     0.1000  3.065308E-04  4.294449E-04  3.196615E-03  1.786828E-04
   -25.5000     0.1000  3.333497E-04  4.503286E-04  3.517259E-03  1.820594E-04
   -25.0000     0.1000  3.644609E-04  4.736063E-04  3.890654E-03  1.855676E-04
   -24.5000     0.1000  4.008963E-04  4.996800E-04  4.329291E-03  1.892161E-04
   -24.0000     0.1000  4.440291E-04  5.290629E-04  4.849543E-03  1.930148E-04
   -23.5000     0.1000  4.957288E-04  5.623901E-04  5.473242E-03  1.969734E-04
   -23.0000     0.1000  5.586145E-04  6.004950E-04  6.230130E-03  2.011045E-04
   -22.5000     0.1000  6.364047E-04  6.444322E-04  7.161405E-03  2.054221E-04
   -22.0000     0.1000  7.346473E-04  6.956408E-04  8.325620E-03  2.099400E-04
   -21.5000     0.1000  8.618975E-04  7.560859E-04  9.808275E-03  2.146762E-04
   -21.0000     0.1000  1.031991E-03  8.285202E-04  1.173810E-02  2.196501E-04
   -20.5000     0.1000  1.268914E-03  9.170169E-04  1.431646E-02  2.248857E-04
   -20.0000     0.1000  1.617687E-03  1.027829E-03  1.787270E-02  2.304084E-04
   -19.5000     0.1000  2.173348E-03  1.171333E-03  2.297617E-02  2.362529E-04
   -19.0000     0.1000  3.173015E-03  1.366202E-03  3.068167E-02  2.424566E-04
   -18.5000     0.1000  5.390839E-03  1.650968E-03  4.312733E-02  2.490708E-04
   -18.0000     0.1000  1.303083E-02  2.126684E-03  6.521878E-02  2.561587E-04
   -17.5000     0.1000  1.256991E-01  3.188669E-03  1.103960E-01  2.638887E-04
   -17.0000     0.1000  5.343688E-02  9.518066E-03  2.272113E-01  1.629807E-04
   -16.5000     0.1000  1.036620E-01  3.505402E-02  7.417764E-01  2.849285E-04
   -16.0000     0.1000  1.632972E-01  3.366070E-02  1.068376E+01  2.940759E-04
   -15.5000     0.1000  1.780185E-01  4.503041E-02  2.759735E+00  3.132073E-04
   -15.0000     0.1000  1.622575E-01  6.516629E-02  5.821989E-01  3.438983E-04
